ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
2611,40.00 ,1,16.00 ,60000.00 ,464224,0,2,0,5,32000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2612,33.00 ,2,8.00 ,78000.00 ,474001,0,3,0,5,6000.00 ,Poor,No,No,50000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
2613,50.00 ,2,26.00 ,40000.00 ,463111,0,4,0,5,11000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2614,52.00 ,3,26.00 ,110000.00 ,474001,0,2,0,5,54000.00 ,Poor,Yes ,Yes,1000000.00 ,Indian,1,1,1,1,Yes ,Owned,Urban,Reject,
2615,35.00 ,3,11.00 ,160000.00 ,464114,0,4,0,5,57000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,1,1,0,0,Yes ,Owned,Urban,Reject,
2616,57.00 ,1,32.00 ,68000.00 ,474001,1,4,1,5,7000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2617,56.00 ,3,31.00 ,49000.00 ,474001,0,2,0,6,16000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2618,44.00 ,1,20.00 ,65000.00 ,486536,0,2,0,6,25000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2619,23.00 ,2,(3.00),55000.00 ,456443,0,3,0,6,24000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2620,33.00 ,1,8.00 ,62000.00 ,456443,1,3,1,6,23000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2621,48.00 ,1,22.00 ,152000.00 ,486444,0,1,0,6,0.00 ,Standard,No,No,1000000.00 ,Indian,0,0,0,0,No,Rented,Rural,Reject,
2622,45.00 ,2,18.00 ,42000.00 ,456668,0,3,0,6,25000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2623,54.00 ,2,28.00 ,39000.00 ,486123,0,4,0,6,7000.00 ,Standard,Yes ,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2624,42.00 ,1,17.00 ,111000.00 ,456440,1,3,1,6,30000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,1,1,0,Yes ,Owned,Urban,Approved,
2625,47.00 ,1,21.00 ,82000.00 ,453441,0,3,0,7,21000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
2626,61.00 ,2,36.00 ,108000.00 ,453441,0,4,0,7,34000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2627,53.00 ,3,27.00 ,59000.00 ,453441,0,2,0,7,8000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2628,56.00 ,1,30.00 ,61000.00 ,453441,0,3,0,7,25000.00 ,Poor,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2629,33.00 ,2,6.00 ,78000.00 ,453441,0,4,0,7,20000.00 ,Poor,Yes,No,50000.00 ,Indian,0,1,0,1,No,Rented,Semi Urban,Reject,
2630,44.00 ,3,18.00 ,18000.00 ,453441,0,2,0,7,1000.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2631,63.00 ,3,37.00 ,113000.00 ,480228,1,4,1,7,17000.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2632,47.00 ,2,20.00 ,62000.00 ,474006,0,1,0,7,26700.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2633,50.00 ,1,24.00 ,81000.00 ,474006,0,1,0,4,49000.00 ,Good,No,Yes ,50000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
2634,49.00 ,1,25.00 ,13000.00 ,474006,0,3,0,4,4000.00 ,Good,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2635,34.00 ,1,9.00 ,75000.00 ,456335,0,1,0,4,28000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2636,40.00 ,3,14.00 ,33000.00 ,456335,0,2,0,4,8000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2637,38.00 ,1,13.00 ,179000.00 ,486340,0,1,0,4,41000.00 ,Good,Yes,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
2638,51.00 ,2,26.00 ,69000.00 ,480554,0,3,0,4,20000.00 ,Good,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2639,28.00 ,3,4.00 ,45000.00 ,456664,0,1,0,4,10000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Approved,
2640,52.00 ,2,26.00 ,59000.00 ,474009,0,3,0,4,30000.00 ,Good,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2641,39.00 ,1,13.00 ,81000.00 ,474001,0,2,0,10,28000.00 ,Poor,No,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2642,29.00 ,1,5.00 ,133000.00 ,463120,0,1,0,10,54000.00 ,Poor,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2643,54.00 ,3,29.00 ,81000.00 ,480557,0,2,0,10,0.00 ,Poor,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2644,63.00 ,2,38.00 ,14000.00 ,483442,1,4,1,10,4000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2645,40.00 ,3,14.00 ,28000.00 ,480334,0,2,0,10,8000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2646,36.00 ,1,12.00 ,93000.00 ,480334,0,2,0,10,22000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2647,45.00 ,3,20.00 ,191000.00 ,456552,0,3,0,10,26000.00 ,Standard,Yes,No,1000000.00 ,Indian,1,0,0,0,Yes ,Rented,Urban,Approved,
2648,61.00 ,1,37.00 ,155000.00 ,464337,0,1,0,10,29000.00 ,Poor,No,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
2649,26.00 ,1,0.00 ,155000.00 ,474001,0,2,0,6,72000.00 ,Standard,Yes,No,1000000.00 ,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
2650,33.00 ,1,8.00 ,68000.00 ,456337,0,4,0,6,13000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2651,64.00 ,1,40.00 ,52000.00 ,474002,0,2,0,6,11000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2652,43.00 ,3,17.00 ,51000.00 ,474006,0,1,0,6,7000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
2653,24.00 ,1,0.00 ,44000.00 ,486338,0,4,0,6,16000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2654,30.00 ,1,5.00 ,121000.00 ,485881,0,2,0,6,31000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2655,60.00 ,1,36.00 ,49000.00 ,453331,0,4,0,6,22000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Reject,
2656,50.00 ,3,26.00 ,42000.00 ,453446,0,2,0,6,10000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,1,0,1,No,Owned,Urban,Approved,
2657,40.00 ,1,15.00 ,144000.00 ,486004,0,1,0,3,41000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2658,31.00 ,2,6.00 ,72000.00 ,486006,0,1,0,3,26000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2659,30.00 ,1,4.00 ,44000.00 ,486342,0,1,0,780,15000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2660,60.00 ,3,35.00 ,43000.00 ,486449,0,3,0,3,9000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
2661,39.00 ,2,14.00 ,74000.00 ,486556,0,1,0,3,1000.00 ,Good,No,No,200000.00 ,Indian,0,1,0,1,Yes ,Owned,Semi Urban,Approved,
2662,66.00 ,1,41.00 ,145000.00 ,486001,0,1,0,3,25000.00 ,Good,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2663,65.00 ,1,41.00 ,158000.00 ,486001,0,2,0,3,21000.00 ,Good,Yes ,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2664,54.00 ,1,28.00 ,78000.00 ,486002,0,4,0,3,49000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
2665,54.00 ,2,29.00 ,154000.00 ,486001,0,1,0,7,24000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,0,1,Yes ,Rented,Rural,Reject,
2666,35.00 ,3,9.00 ,105000.00 ,483990,0,2,0,7,45000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
2667,32.00 ,2,7.00 ,100000.00 ,456776,0,3,0,7,6000.00 ,Standard,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2668,63.00 ,2,39.00 ,58000.00 ,474009,0,1,0,7,0.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2669,60.00 ,1,35.00 ,113000.00 ,462003,0,1,0,7,9000.00 ,Standard,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2670,43.00 ,2,18.00 ,10000.00 ,486228,1,2,1,7,1000.00 ,Standard,No,Yes,50000.00 ,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
2671,59.00 ,1,33.00 ,142000.00 ,475336,0,2,0,7,27000.00 ,Standard,Yes,No,1000000.00 ,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
2672,62.00 ,1,37.00 ,128000.00 ,480331,0,1,0,7,25000.00 ,Standard,No,No,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2673,30.00 ,3,5.00 ,131000.00 ,483334,0,3,0,5,5000.00 ,Standard,No,Yes ,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
2674,54.00 ,2,30.00 ,88000.00 ,486445,0,4,0,5,10000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2675,30.00 ,1,6.00 ,101000.00 ,480337,0,2,0,5,6000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Approved,
2676,31.00 ,3,1.00 ,70000.00 ,474002,1,2,1,5,17500.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,1,1,Yes ,Owned,Rural,Reject,
2677,44.00 ,1,20.00 ,122000.00 ,464111,0,1,0,5,3000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
2678,32.00 ,1,8.00 ,70000.00 ,483225,0,3,0,5,15000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2679,63.00 ,3,38.00 ,148000.00 ,474001,0,2,0,5,43000.00 ,Standard,No,Yes,1000000.00 ,Indian,1,0,0,1,No,Owned,Urban,Approved,
2680,57.00 ,3,32.00 ,43000.00 ,480223,0,2,0,5,21000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2681,60.00 ,3,30.00 ,31000.00 ,486448,0,1,0,1,15000.00 ,Good,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2682,37.00 ,3,11.00 ,35000.00 ,464228,0,2,0,1,8000.00 ,Good,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2683,53.00 ,3,27.00 ,81000.00 ,464228,0,4,0,1052,26000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Approved,
2684,51.00 ,3,25.00 ,19000.00 ,453562,0,1,0,1,14000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2685,30.00 ,3,5.00 ,98000.00 ,456673,1,4,1,1,18000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,1,1,1,Yes ,Rented,Urban,Approved,
2686,28.00 ,3,2.00 ,101000.00 ,456661,0,4,0,1,21000.00 ,Good,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2687,50.00 ,3,24.00 ,81000.00 ,480559,0,2,0,1,4000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,0,No,Owned,Rural,Reject,
2688,52.00 ,1,27.00 ,135000.00 ,456665,0,1,0,1,6000.00 ,Standard,No,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2689,56.00 ,2,30.00 ,34000.00 ,456665,0,2,0,3,7000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2690,40.00 ,1,16.00 ,104000.00 ,480338,0,1,0,900,34000.00 ,Standard,No,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2691,64.00 ,2,38.00 ,29000.00 ,486112,0,3,0,3,7000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
2692,61.00 ,2,36.00 ,119000.00 ,486220,0,2,0,3,54000.00 ,Standard,No,No,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
2693,46.00 ,2,20.00 ,82000.00 ,474001,1,2,1,3,17000.00 ,Standard,No,Yes ,50000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Approved,
2694,55.00 ,1,29.00 ,62000.00 ,452001,0,1,0,3,2000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2695,45.00 ,1,19.00 ,85000.00 ,486442,1,3,1,3,21000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2696,40.00 ,2,15.00 ,8000.00 ,456001,0,2,0,3,1000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2697,63.00 ,3,37.00 ,78000.00 ,456010,0,4,0,3,17000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2698,57.00 ,2,32.00 ,44000.00 ,456006,0,3,0,3,5000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2699,38.00 ,1,14.00 ,122000.00 ,456001,1,2,1,3,80000.00 ,Standard,No,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2700,37.00 ,2,11.00 ,22000.00 ,456006,0,3,0,3,1000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2701,31.00 ,2,5.00 ,39000.00 ,456006,1,4,1,3,22000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2702,50.00 ,2,26.00 ,55000.00 ,456006,0,1,0,3,16000.00 ,Standard,No,Yes ,200000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
2703,42.00 ,1,18.00 ,144000.00 ,456006,0,2,0,3,61000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2704,51.00 ,2,27.00 ,71000.00 ,456001,1,1,1,3,26000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2705,38.00 ,1,13.00 ,191000.00 ,456001,0,2,0,5,30000.00 ,Good,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2706,53.00 ,2,26.00 ,22000.00 ,456006,0,1,0,5,5000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
2707,43.00 ,1,17.00 ,158000.00 ,456010,0,1,0,5,24000.00 ,Good,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2708,35.00 ,3,9.00 ,131000.00 ,456009,1,3,1,5,3000.00 ,Good,No,Yes,1000000.00 ,Indian,1,0,1,1,Yes ,Owned,Semi Urban,Approved,
2709,49.00 ,2,24.00 ,75000.00 ,456006,1,1,1,5,28000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
2710,28.00 ,2,4.00 ,69000.00 ,456001,0,3,0,5,7000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
2711,51.00 ,1,27.00 ,39000.00 ,456010,0,2,0,5,8000.00 ,Good,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2712,39.00 ,1,14.00 ,34000.00 ,456010,1,4,1,5,17000.00 ,Good,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2713,31.00 ,1,7.00 ,32000.00 ,456001,0,1,0,7,17000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2714,44.00 ,1,18.00 ,129000.00 ,456010,0,1,0,7,57000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
2715,46.00 ,1,20.00 ,158000.00 ,456010,1,3,1,7,54000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
2716,42.00 ,1,18.00 ,54000.00 ,456006,0,1,0,7,18000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2717,41.00 ,2,17.00 ,34000.00 ,456006,0,1,0,7,20000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2718,23.00 ,2,(2.00),45000.00 ,456006,1,4,1,7,6000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
2719,59.00 ,3,33.00 ,68000.00 ,456008,0,2,0,7,23000.00 ,Standard,No,Yes,200000.00 ,Indian,0,1,0,0,Yes ,Rented,Semi Urban,Approved,
2720,47.00 ,2,21.00 ,53000.00 ,456006,0,1,0,7,15000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,No,Owned,Rural,Reject,
2721,48.00 ,1,23.00 ,32000.00 ,456010,1,1,1,1,1000.00 ,Good,No,No,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2722,58.00 ,3,33.00 ,173000.00 ,456003,0,2,0,1,72000.00 ,Standard,No,Yes ,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
2723,58.00 ,1,34.00 ,31000.00 ,483332,0,4,0,1,4000.00 ,Good,Yes ,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2724,54.00 ,1,29.00 ,72000.00 ,480107,0,2,0,1,37000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2725,49.00 ,2,24.00 ,30000.00 ,456221,1,4,1,1,4000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,1,1,Yes ,Rented,Urban,Approved,
2726,63.00 ,1,38.00 ,138000.00 ,456010,0,1,0,1,25000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2727,62.00 ,2,37.00 ,18000.00 ,464002,0,1,0,1,15000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2728,45.00 ,1,19.00 ,69000.00 ,474009,1,1,1,1,28000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2729,39.00 ,1,13.00 ,58000.00 ,474001,0,3,0,6,21000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
2730,58.00 ,1,34.00 ,63000.00 ,464676,0,4,0,6,15000.00 ,Standard,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2731,56.00 ,1,30.00 ,43000.00 ,464001,0,2,0,6,3000.00 ,Standard,Yes,No,100000.00 ,Indian,0,1,0,0,Yes ,Owned,Rural,Reject,
2732,29.00 ,3,5.00 ,28000.00 ,464001,0,1,0,6,2000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2733,33.00 ,3,9.00 ,38000.00 ,464001,0,1,0,6,21000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
2734,55.00 ,2,29.00 ,72000.00 ,464001,0,3,0,6,3000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2735,56.00 ,1,31.00 ,64000.00 ,464002,0,4,0,6,9000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2736,36.00 ,2,12.00 ,70000.00 ,464002,0,3,0,6,26000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2737,53.00 ,1,29.00 ,12000.00 ,464002,0,1,0,7,3000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,0,No,Rented,Semi Urban,Reject,
2738,57.00 ,1,31.00 ,159000.00 ,464002,0,2,0,7,5000.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2739,35.00 ,3,9.00 ,103000.00 ,456666,0,2,0,7,45000.00 ,Poor,No,Yes,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2740,43.00 ,3,18.00 ,42000.00 ,486556,0,1,0,7,3000.00 ,Poor,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2741,54.00 ,3,29.00 ,48000.00 ,486552,0,2,0,7,21000.00 ,Poor,No,No,100000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
2742,29.00 ,1,3.00 ,49000.00 ,486536,0,1,0,7,15000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
2743,39.00 ,1,14.00 ,89000.00 ,486449,0,2,0,7,4000.00 ,Poor,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
2744,32.00 ,2,8.00 ,22000.00 ,486448,1,4,1,7,7000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2745,51.00 ,1,27.00 ,10000.00 ,486445,0,2,0,5,2000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
2746,50.00 ,2,25.00 ,38000.00 ,486444,1,1,1,5,13000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2747,54.00 ,3,29.00 ,49000.00 ,486442,1,2,1,5,21000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
2748,38.00 ,3,12.00 ,30000.00 ,486343,1,2,1,5,14000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2749,32.00 ,2,7.00 ,82000.00 ,486342,1,1,1,5,26000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,1,1,Yes ,Owned,Semi Urban,Approved,
2750,62.00 ,3,37.00 ,82000.00 ,486341,0,1,0,5,8000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2751,57.00 ,2,33.00 ,24000.00 ,486340,0,1,0,5,1000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2752,47.00 ,1,23.00 ,32000.00 ,486338,1,4,1,5,6000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2753,51.00 ,3,25.00 ,34000.00 ,486333,0,3,0,7,9000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2754,54.00 ,2,27.00 ,195000.00 ,486228,0,2,0,7,47500.00 ,Poor,Yes ,Yes,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Urban,Reject,
2755,26.00 ,1,1.00 ,61000.00 ,486226,0,4,0,7,22000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2756,37.00 ,2,11.00 ,22000.00 ,486223,1,3,1,7,1000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
2757,27.00 ,3,0.00 ,40000.00 ,486220,0,4,0,7,10000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
2758,63.00 ,1,38.00 ,50000.00 ,486123,0,2,0,7,28000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2759,62.00 ,3,36.00 ,35000.00 ,486115,1,2,1,7,7000.00 ,Standard,No,Yes,100000.00 ,Indian,0,1,0,0,Yes ,Owned,Semi Urban,Approved,
2760,59.00 ,2,33.00 ,64000.00 ,486113,0,3,0,7,3000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
2761,32.00 ,1,7.00 ,49000.00 ,486113,0,3,0,5,23000.00 ,Poor,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2762,35.00 ,2,8.00 ,44000.00 ,486112,1,4,1,5,10000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2763,56.00 ,1,31.00 ,65000.00 ,486006,0,2,0,5,37000.00 ,Poor,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
